chr1	+	3074322
chr1	-	3434294
chr1	+	3472406
chr1	+	3687135
chr1	-	4344150
chr1	-	4351929
chr1	-	4491387
chr1	-	4496809
chr1	-	4584957
chr1	-	4603930
chr1	-	4603937
chr1	+	4609568
chr1	+	4612242
chr1	+	4676144
chr1	-	4687884
chr1	-	4687885
chr1	-	4776377
chr1	-	4776378
chr1	-	4776381
chr1	-	4776384
chr1	-	4776385
chr1	-	4806450
chr1	+	4807902
chr1	+	4845136
chr1	+	4845152
chr1	+	4845153
chr1	+	4845154
chr1	+	4845175
chr1	+	4845181
chr1	+	4845197
chr1	+	4845199
chr1	+	4846734
chr1	+	4846744
chr1	+	4854379
chr1	+	4886820
chr1	+	4896574
chr1	+	4896575
chr1	+	4896579
chr1	+	4896645
chr1	+	4943690
chr1	-	5082924
chr1	+	6248949
chr1	+	6249015
chr1	+	6249390
chr1	+	6249391
chr1	+	6249392
chr1	+	6249396
chr1	+	6249397
chr1	+	6249414
chr1	+	6249652
chr1	+	6249672
chr1	+	6249841
chr1	+	6249845
chr1	+	6249846
chr1	+	6249852
chr1	+	6249915
chr1	+	6249917
chr1	+	6249918
chr1	+	6249924
chr1	+	6261044
chr1	+	6262854
chr1	+	6262857
chr1	+	6262860
chr1	+	6262862
chr1	+	6262872
chr1	+	6274341
chr1	+	6274342
chr1	+	6274343
chr1	+	6274348
chr1	+	6274496
chr1	+	6274500
chr1	+	6274501
chr1	+	6274503
chr1	+	6275578
chr1	+	6275585
chr1	-	6377515
chr1	-	6382234
chr1	-	6382235
chr1	-	6429206
chr1	-	6440086
chr1	+	6917010
chr1	+	7011210
chr1	+	7011211
chr1	+	7011212
chr1	-	7088402
chr1	-	7177615
chr1	+	7179117
chr1	-	7314688
chr1	+	8317485
chr1	+	8784564
chr1	+	9237773
chr1	+	9544595
chr1	+	9547449
chr1	+	9547450
chr1	+	9547451
chr1	+	9576521
chr1	-	9667409
chr1	-	9667413
chr1	-	9667416
chr1	-	9676096
chr1	-	9681863
chr1	-	9681864
chr1	-	9681865
chr1	-	9681866
chr1	-	9687732
chr1	-	9718743
chr1	-	9720712
chr1	-	9723199
chr1	-	9724378
chr1	-	9768329
chr1	+	9772603
chr1	+	9791318
chr1	+	9791319
chr1	+	9900517
chr1	+	9901827
chr1	+	9940937
chr1	-	9968628
chr1	-	9968635
chr1	-	9968822
chr1	-	9968834
chr1	-	9978862
chr1	-	9985592
chr1	-	9995063
chr1	-	10024825
chr1	-	10024829
chr1	-	10024833
chr1	-	10024834
chr1	-	10024835
chr1	-	10024836
chr1	-	10037717
chr1	+	10038321
chr1	+	10038336
chr1	-	10038747
chr1	+	10049276
chr1	+	10058126
chr1	+	10058765
chr1	+	10058770
chr1	+	10058776
chr1	+	10082331
chr1	+	10082335
chr1	+	10112932
chr1	+	10136165
chr1	+	10136168
chr1	+	10136184
chr1	+	10136189
chr1	-	10137578
chr1	-	10137588
chr1	-	10142660
chr1	-	10180931
chr1	-	10188788
chr1	-	10463488
chr1	-	11299571
chr1	+	11324862
chr1	+	12521206
chr1	-	12671042
chr1	+	12671629
chr1	-	12871215
chr1	-	13012530
chr1	-	13142403
chr1	+	13167215
chr1	-	13174262
chr1	-	13565729
chr1	-	13566219
chr1	-	13566220
chr1	-	13566222
chr1	-	13576374
chr1	-	13590883
chr1	-	13591936
chr1	-	13591937
chr1	-	13624862
chr1	+	13849763
chr1	-	14168959
chr1	-	14368742
chr1	+	14438771
chr1	-	14645855
chr1	+	14739032
chr1	+	14739110
chr1	+	14866014
chr1	+	14866015
chr1	+	14866019
chr1	+	14866022
chr1	+	14866044
chr1	-	15715385
chr1	-	15717714
chr1	-	15784360
chr1	-	15804540
chr1	-	15805143
chr1	+	15843145
chr1	+	15843432
chr1	-	16066002
chr1	-	16078652
chr1	-	16081621
chr1	-	16092974
chr1	-	16092975
chr1	+	16095106
chr1	+	16102400
chr1	-	16104141
chr1	+	16104586
chr1	-	16104631
chr1	+	16129339
chr1	+	16131402
chr1	+	16131411
chr1	+	16131415
chr1	+	16131416
chr1	+	16132550
chr1	+	16258856
chr1	+	16258857
chr1	+	16258861
chr1	+	16258862
chr1	+	16267474
chr1	+	16494676
chr1	-	16543928
chr1	-	16564330
chr1	-	16568676
chr1	-	16570558
chr1	-	16570681
chr1	-	16571032
chr1	-	16571042
chr1	-	16571044
chr1	-	16571139
chr1	-	16581944
chr1	-	16581953
chr1	+	16619616
chr1	+	16620021
chr1	-	16641734
chr1	-	16643246
chr1	-	16643271
chr1	+	16646899
chr1	+	16650377
chr1	+	16657351
chr1	-	16767015
chr1	-	16769503
chr1	-	16811949
chr1	+	16929758
chr1	-	16995066
chr1	-	17098574
chr1	+	17124793
chr1	+	17394951
chr1	-	17398022
chr1	-	17398239
chr1	-	17414012
chr1	+	17666927
chr1	+	17666931
chr1	-	17941637
chr1	-	18047530
chr1	-	18385515
chr1	+	19243548
chr1	+	19636858
chr1	+	19637051
chr1	-	19651840
chr1	+	19967813
chr1	+	20201798
chr1	-	20233904
chr1	+	20381690
chr1	+	20381691
chr1	+	20392231
chr1	+	20392253
chr1	+	20392301
chr1	+	20392304
chr1	+	20678639
chr1	+	20678657
chr1	-	20805810
chr1	+	20935771
chr1	+	20935778
chr1	+	20937794
chr1	+	20938992
chr1	+	20939056
chr1	+	20939059
chr1	+	20939064
chr1	+	20939645
chr1	+	20990778
chr1	+	20990831
chr1	+	20990840
chr1	+	20990845
chr1	-	20996952
chr1	-	21001388
chr1	+	21230166
chr1	+	21265197
chr1	+	21265209
chr1	+	21265213
chr1	+	21272433
chr1	+	21272434
chr1	+	21272435
chr1	+	21272453
chr1	+	21272476
chr1	+	21272482
chr1	+	21272483
chr1	+	21272582
chr1	+	21272673
chr1	+	21272674
chr1	+	21272685
chr1	+	21272686
chr1	+	21272687
chr1	+	21272695
chr1	+	21272701
chr1	+	21273086
chr1	+	21273093
chr1	+	21273094
chr1	+	21273097
chr1	-	21512227
chr1	-	22072928
chr1	+	22290135
chr1	-	23100460
chr1	-	23100462
chr1	-	23100464
chr1	-	23100467
chr1	-	23100468
chr1	-	23100472
chr1	-	23100476
chr1	-	23100477
chr1	-	23100632
chr1	-	23100640
chr1	-	23100729
chr1	-	23101040
chr1	-	23101178
chr1	-	23101187
chr1	-	23255686
chr1	-	23255694
chr1	-	23845627
chr1	-	23845628
chr1	-	23845629
chr1	-	23845630
chr1	-	23845991
chr1	-	23846257
chr1	-	23846294
chr1	-	23876374
chr1	-	23876378
chr1	-	23971579
chr1	-	23995945
chr1	-	23995952
chr1	-	23995964
chr1	-	23999656
chr1	-	24011095
chr1	-	24011096
chr1	-	24011607
chr1	-	24011689
chr1	-	24028901
chr1	-	24030270
chr1	-	24030279
chr1	-	24051451
chr1	+	24100853
chr1	+	24100856
chr1	+	24363219
chr1	+	24594048
chr1	+	24594049
chr1	+	24594050
chr1	+	24594051
chr1	+	24594052
chr1	+	24594053
chr1	+	24594066
chr1	-	24612406
chr1	-	24612771
chr1	-	24612774
chr1	-	24612779
chr1	-	24613184
chr1	-	24613185
chr1	-	24613186
chr1	-	24613187
chr1	-	24613188
chr1	-	24613189
chr1	-	24613190
chr1	-	24613191
chr1	-	24613192
chr1	-	24613193
chr1	-	24613196
chr1	-	24613218
chr1	-	24613276
chr1	-	24613485
chr1	-	24613544
chr1	-	24613553
chr1	-	24613671
chr1	-	24613970
chr1	-	24613971
chr1	-	24613972
chr1	-	24613973
chr1	-	24613974
chr1	-	24613975
chr1	-	24614024
chr1	-	24614367
chr1	-	24614386
chr1	-	24614722
chr1	-	24614877
chr1	-	24614879
chr1	-	24614880
chr1	-	24614881
chr1	-	24614889
chr1	-	24614892
chr1	-	24614920
chr1	-	24614954
chr1	-	24614992
chr1	-	24615081
chr1	-	24615209
chr1	-	24615633
chr1	-	24615636
chr1	-	24615637
chr1	-	24615638
chr1	-	24615639
chr1	-	24615640
chr1	-	24615649
chr1	-	24615683
chr1	-	24615713
chr1	-	24615719
chr1	-	24615720
chr1	-	24615723
chr1	-	24615876
chr1	-	24615878
chr1	-	24615920
chr1	-	24615929
chr1	-	24616028
chr1	-	24616035
chr1	-	24616042
chr1	-	24616055
chr1	-	24616079
chr1	-	24678338
chr1	+	24707049
chr1	+	24707050
chr1	+	24943191
chr1	+	25113167
chr1	+	25730495
chr1	-	26433180
chr1	-	26616126
chr1	+	26678583
chr1	+	26775196
chr1	-	27755787
chr1	-	28135756
chr1	-	28580306
chr1	-	28673635
chr1	-	28777115
chr1	-	28935431
chr1	-	29485192
chr1	-	29485203
chr1	-	29485220
chr1	-	29485224
chr1	-	29774346
chr1	+	30083170
chr1	-	30176326
chr1	+	30516551
chr1	+	30575907
chr1	-	30803905
chr1	-	30829431
chr1	-	30941947
chr1	-	30942069
chr1	-	30943000
chr1	-	30943165
chr1	-	30943175
chr1	-	30943192
chr1	+	30954662
chr1	-	30990095
chr1	-	31117490
chr1	-	31117982
chr1	-	31117984
chr1	-	31129021
chr1	-	31203257
chr1	+	31223629
chr1	+	31333446
chr1	+	31700352
chr1	+	31735518
chr1	-	32117365
chr1	+	32154258
chr1	+	32158846
chr1	-	32520624
chr1	+	33101125
chr1	+	33281120
chr1	+	33670707
chr1	+	33670711
chr1	+	33670713
chr1	+	33676394
chr1	-	33719412
chr1	-	33719414
chr1	-	33719418
chr1	-	33719419
chr1	+	33719987
chr1	+	33739799
chr1	-	33761751
chr1	-	33769630
chr1	-	33769635
chr1	-	33769636
chr1	-	33769637
chr1	-	33769638
chr1	-	33769640
chr1	-	33776546
chr1	-	33776548
chr1	-	33777173
chr1	-	33786406
chr1	-	33786447
chr1	-	33802257
chr1	+	33814866
chr1	+	33814867
chr1	+	33814878
chr1	+	33814879
chr1	+	33814880
chr1	+	33814889
chr1	-	34038126
chr1	+	34228101
chr1	+	34247697
chr1	+	34287732
chr1	+	34308058
chr1	+	34308330
chr1	+	34444959
chr1	+	34444969
chr1	-	34469869
chr1	-	34469875
chr1	-	34477373
chr1	+	34503057
chr1	+	34503062
chr1	+	34503063
chr1	+	34503064
chr1	+	34503065
chr1	+	34503070
chr1	-	34543970
chr1	-	34552338
chr1	-	34552339
chr1	-	34552344
chr1	-	34552359
chr1	-	34552372
chr1	-	34552377
chr1	-	34579202
chr1	+	34628245
chr1	-	34663079
chr1	-	34663081
chr1	-	34685438
chr1	-	34685441
chr1	+	34812738
chr1	+	34879578
chr1	-	34969741
chr1	-	34969745
chr1	-	34969760
chr1	+	35214605
chr1	+	35214606
chr1	+	35509401
chr1	-	35651646
chr1	+	35881121
chr1	-	36002988
chr1	+	36011839
chr1	+	36106446
chr1	-	36143489
chr1	-	36304898
chr1	-	36312962
chr1	+	36320528
chr1	-	36332509
chr1	+	36333251
chr1	+	36333422
chr1	+	36333426
chr1	+	36333433
chr1	-	36335728
chr1	-	36335730
chr1	-	36335731
chr1	-	36335761
chr1	-	36335762
chr1	+	36404255
chr1	-	36418801
chr1	+	36422101
chr1	-	36423185
chr1	-	36423187
chr1	+	36506949
chr1	+	36506950
chr1	+	36527216
chr1	-	36538173
chr1	-	36538174
chr1	-	36539137
chr1	+	36546729
chr1	-	36562696
